event_id,reporting_year,trust_code,trust_name,region,site_code,ward_type,bed_id,discharge_ts,cleaning_start_ts,cleaning_complete_ts,maintenance_clear_ts,equipment_ready_ts,isolation_clear_ts,bed_ready_ts,turnaround_target_minutes,turnaround_minutes,turnaround_bucket,within_target,primary_blocker,queue_delay_minutes,cleaning_minutes,porter_delay_minutes,equipment_delay_minutes,maintenance_delay_minutes,isolation_delay_minutes,clinical_hold_minutes
BED-R1H-2024-00155,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,Medical Ward,R1H-08-0155,2024-10-25T03:50:00,2024-10-25T04:36:00,2024-10-25T04:54:00,2024-10-25T04:54:00,2024-10-25T06:33:00,2024-10-25T07:14:00,2024-10-25T07:14:00,120,204,2-4 hours,No,Equipment not ready,24,18,22,99,0,140,0
BED-R1H-2024-00156,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Surgical Ward,R1H-01-0156,2024-08-28T16:20:00,2024-08-28T16:37:00,2024-08-28T17:15:00,2024-08-28T17:15:00,2024-08-28T17:15:00,2024-08-28T17:15:00,2024-08-28T17:15:00,120,55,Under 1 hour,Yes,No major blocker,17,38,0,0,0,0,0
BED-R1H-2024-00157,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,General Ward,R1H-05-0157,2025-02-26T08:30:00,2025-02-26T08:54:00,2025-02-26T09:13:00,2025-02-26T09:13:00,2025-02-26T11:03:00,2025-02-26T09:13:00,2025-02-26T11:03:00,120,153,2-4 hours,No,Equipment not ready,24,19,0,110,0,0,0
BED-R1H-2024-00158,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,General Ward,R1H-08-0158,2024-10-07T16:00:00,2024-10-07T16:16:00,2024-10-07T16:45:00,2024-10-07T16:45:00,2024-10-07T16:45:00,2024-10-07T16:45:00,2024-10-07T16:45:00,120,45,Under 1 hour,Yes,No major blocker,16,29,0,0,0,0,0
BED-R1H-2024-00159,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,General Ward,R1H-03-0159,2024-12-20T11:00:00,2024-12-20T12:25:00,2024-12-20T13:18:00,2024-12-20T13:18:00,2024-12-20T13:18:00,2024-12-20T13:18:00,2024-12-20T13:18:00,120,138,2-4 hours,No,Cleaning queue,85,53,0,0,0,0,0
BED-R1H-2024-00160,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,Medical Ward,R1H-03-0160,2024-09-19T12:10:00,2024-09-19T14:18:00,2024-09-19T15:11:00,2024-09-19T15:11:00,2024-09-19T15:11:00,2024-09-19T15:11:00,2024-09-19T15:11:00,120,181,2-4 hours,No,Clinical hold / late discharge,23,53,0,0,0,0,105
BED-R1H-2024-00161,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Surgical Ward,R1H-05-0161,2024-07-01T16:50:00,2024-07-01T16:58:00,2024-07-01T17:45:00,2024-07-01T21:01:00,2024-07-01T17:45:00,2024-07-01T17:45:00,2024-07-01T21:01:00,120,251,4-8 hours,No,Maintenance clearance,8,47,0,0,196,0,0
BED-R1H-2024-00162,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,General Ward,R1H-08-0162,2024-09-30T15:20:00,2024-09-30T15:29:00,2024-09-30T16:02:00,2024-09-30T16:02:00,2024-09-30T16:02:00,2024-09-30T17:18:00,2024-09-30T17:18:00,120,118,1-2 hours,Yes,Deep clean / isolation reset,9,33,0,0,0,76,0
BED-R1H-2024-00163,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Surgical Ward,R1H-05-0163,2024-12-07T15:20:00,2024-12-07T15:37:00,2024-12-07T15:59:00,2024-12-07T15:59:00,2024-12-07T15:59:00,2024-12-07T15:59:00,2024-12-07T15:59:00,120,39,Under 1 hour,Yes,No major blocker,17,22,0,0,0,0,0
BED-R1H-2024-00164,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,General Ward,R1H-04-0164,2024-05-22T22:40:00,2024-05-22T23:30:00,2024-05-23T00:05:00,2024-05-23T00:05:00,2024-05-23T00:05:00,2024-05-23T01:30:00,2024-05-23T01:30:00,120,170,2-4 hours,No,No major blocker,23,35,0,0,0,85,27
BED-R1H-2024-00165,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,Emergency Observation,R1H-04-0165,2024-12-11T15:00:00,2024-12-11T16:02:00,2024-12-11T16:57:00,2024-12-11T16:57:00,2024-12-11T16:57:00,2024-12-11T16:57:00,2024-12-11T16:57:00,120,117,1-2 hours,Yes,Cleaning queue,62,55,0,0,0,0,0
BED-R1H-2024-00166,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,General Ward,R1H-05-0166,2024-07-15T01:40:00,2024-07-15T01:52:00,2024-07-15T02:33:00,2024-07-15T02:33:00,2024-07-15T02:33:00,2024-07-15T02:33:00,2024-07-15T02:33:00,120,53,Under 1 hour,Yes,No major blocker,12,41,0,0,0,0,0
BED-R1H-2024-00167,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,Surgical Ward,R1H-09-0167,2025-03-24T06:30:00,2025-03-24T07:50:00,2025-03-24T08:16:00,2025-03-24T08:16:00,2025-03-24T08:16:00,2025-03-24T08:16:00,2025-03-24T08:16:00,120,106,1-2 hours,Yes,No major blocker,9,26,0,0,0,0,71
BED-R1H-2024-00168,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,General Ward,R1H-06-0168,2024-12-31T18:10:00,2024-12-31T18:51:00,2024-12-31T19:25:00,2024-12-31T19:25:00,2024-12-31T19:25:00,2024-12-31T19:25:00,2024-12-31T19:25:00,120,75,1-2 hours,Yes,Cleaning queue,41,34,0,0,0,0,0
BED-R1H-2024-00169,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,General Ward,R1H-09-0169,2024-07-24T05:40:00,2024-07-24T06:31:00,2024-07-24T06:55:00,2024-07-24T06:55:00,2024-07-24T06:55:00,2024-07-24T06:55:00,2024-07-24T06:55:00,120,75,1-2 hours,Yes,Awaiting porter / room release,8,24,43,0,0,0,0
BED-R1H-2024-00170,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,General Ward,R1H-02-0170,2024-10-27T00:00:00,2024-10-27T00:21:00,2024-10-27T00:57:00,2024-10-27T03:09:00,2024-10-27T00:57:00,2024-10-27T00:57:00,2024-10-27T03:09:00,120,189,2-4 hours,No,No major blocker,21,36,0,0,132,0,0
BED-R1H-2024-00171,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,General Ward,R1H-05-0171,2024-07-17T09:00:00,2024-07-17T09:23:00,2024-07-17T10:01:00,2024-07-17T10:01:00,2024-07-17T10:51:00,2024-07-17T10:01:00,2024-07-17T10:51:00,120,111,1-2 hours,Yes,Equipment not ready,23,38,0,50,0,0,0
BED-R1H-2024-00172,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,Medical Ward,R1H-09-0172,2024-12-18T23:50:00,2024-12-19T00:05:00,2024-12-19T01:00:00,2024-12-19T01:00:00,2024-12-19T01:00:00,2024-12-19T03:02:00,2024-12-19T03:02:00,120,192,2-4 hours,No,Deep clean / isolation reset,15,55,0,0,0,122,0
BED-R1H-2024-00173,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,Emergency Observation,R1H-03-0173,2024-05-15T12:00:00,2024-05-15T12:46:00,2024-05-15T13:13:00,2024-05-15T13:13:00,2024-05-15T13:13:00,2024-05-15T13:13:00,2024-05-15T13:13:00,120,73,1-2 hours,Yes,Cleaning queue,46,27,0,0,0,0,0
BED-R1H-2024-00174,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Surgical Ward,R1H-05-0174,2024-08-05T14:10:00,2024-08-05T14:36:00,2024-08-05T15:31:00,2024-08-05T15:31:00,2024-08-05T16:58:00,2024-08-05T17:09:00,2024-08-05T17:09:00,120,179,2-4 hours,No,Equipment not ready,19,55,7,87,0,98,0
BED-R1H-2024-00175,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,General Ward,R1H-09-0175,2024-06-26T10:40:00,2024-06-26T11:34:00,2024-06-26T12:07:00,2024-06-26T12:07:00,2024-06-26T12:07:00,2024-06-26T12:07:00,2024-06-26T12:07:00,120,87,1-2 hours,Yes,Cleaning queue,54,33,0,0,0,0,0
BED-R1H-2024-00176,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-07,Surgical Ward,R1H-07-0176,2024-07-08T10:00:00,2024-07-08T11:05:00,2024-07-08T11:24:00,2024-07-08T11:24:00,2024-07-08T11:24:00,2024-07-08T11:24:00,2024-07-08T11:24:00,120,84,1-2 hours,Yes,Cleaning queue,65,19,0,0,0,0,0
BED-R1H-2024-00177,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,Medical Ward,R1H-02-0177,2025-02-19T19:20:00,2025-02-19T20:07:00,2025-02-19T20:29:00,2025-02-19T20:29:00,2025-02-19T20:29:00,2025-02-19T20:29:00,2025-02-19T20:29:00,120,69,1-2 hours,Yes,Cleaning queue,47,22,0,0,0,0,0
BED-R1H-2024-00178,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,Critical Care,R1H-04-0178,2024-08-06T11:50:00,2024-08-06T12:12:00,2024-08-06T13:07:00,2024-08-06T13:55:00,2024-08-06T13:07:00,2024-08-06T13:07:00,2024-08-06T13:55:00,120,125,2-4 hours,No,No major blocker,22,55,0,0,48,0,0
BED-R1H-2024-00179,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Critical Care,R1H-01-0179,2024-05-10T22:00:00,2024-05-10T22:15:00,2024-05-10T22:52:00,2024-05-11T00:53:00,2024-05-10T22:52:00,2024-05-10T22:52:00,2024-05-11T00:53:00,120,173,2-4 hours,No,Maintenance clearance,7,37,8,0,121,0,0
BED-R1H-2024-00180,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,General Ward,R1H-08-0180,2024-06-07T23:20:00,2024-06-07T23:27:00,2024-06-07T23:55:00,2024-06-07T23:55:00,2024-06-07T23:55:00,2024-06-08T02:27:00,2024-06-08T02:27:00,120,187,2-4 hours,No,No major blocker,7,28,0,0,0,152,0
BED-R1H-2024-00181,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,Emergency Observation,R1H-09-0181,2024-07-31T19:20:00,2024-07-31T19:34:00,2024-07-31T20:25:00,2024-07-31T20:25:00,2024-07-31T20:35:00,2024-07-31T20:25:00,2024-07-31T20:35:00,120,75,1-2 hours,Yes,No major blocker,14,51,0,10,0,0,0
BED-R1H-2024-00182,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,General Ward,R1H-06-0182,2024-11-16T19:30:00,2024-11-16T20:09:00,2024-11-16T21:04:00,2024-11-16T21:04:00,2024-11-16T21:04:00,2024-11-16T21:04:00,2024-11-16T21:04:00,120,94,1-2 hours,Yes,Cleaning queue,39,55,0,0,0,0,0
BED-R1H-2024-00183,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,Emergency Observation,R1H-03-0183,2025-03-12T05:50:00,2025-03-12T06:55:00,2025-03-12T07:25:00,2025-03-12T07:25:00,2025-03-12T07:25:00,2025-03-12T07:25:00,2025-03-12T07:25:00,120,95,1-2 hours,Yes,Awaiting porter / room release,9,30,56,0,0,0,0
BED-R1H-2024-00184,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,General Ward,R1H-04-0184,2025-03-14T21:40:00,2025-03-14T22:08:00,2025-03-14T22:50:00,2025-03-14T22:50:00,2025-03-14T22:50:00,2025-03-14T22:50:00,2025-03-14T22:50:00,120,70,1-2 hours,Yes,No major blocker,17,42,11,0,0,0,0
BED-R1H-2024-00185,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,Critical Care,R1H-08-0185,2024-12-15T20:50:00,2024-12-15T21:05:00,2024-12-15T21:47:00,2024-12-15T22:48:00,2024-12-15T21:47:00,2024-12-15T21:47:00,2024-12-15T22:48:00,120,118,1-2 hours,Yes,Maintenance clearance,15,42,0,0,61,0,0
BED-R1H-2024-00186,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,Surgical Ward,R1H-06-0186,2024-05-08T13:10:00,2024-05-08T13:26:00,2024-05-08T13:47:00,2024-05-08T13:47:00,2024-05-08T13:47:00,2024-05-08T16:17:00,2024-05-08T16:17:00,120,187,2-4 hours,No,Deep clean / isolation reset,16,21,0,0,0,150,0
BED-R1H-2024-00187,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,General Ward,R1H-05-0187,2024-05-08T16:50:00,2024-05-08T16:57:00,2024-05-08T17:26:00,2024-05-08T17:26:00,2024-05-08T17:26:00,2024-05-08T17:26:00,2024-05-08T17:26:00,120,36,Under 1 hour,Yes,No major blocker,7,29,0,0,0,0,0
BED-R1H-2024-00188,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Medical Ward,R1H-05-0188,2024-04-13T23:00:00,2024-04-13T23:05:00,2024-04-13T23:47:00,2024-04-13T23:47:00,2024-04-14T00:53:00,2024-04-13T23:47:00,2024-04-14T00:53:00,120,113,1-2 hours,Yes,Equipment not ready,5,42,0,66,0,0,0
BED-R1H-2024-00189,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-07,General Ward,R1H-07-0189,2024-05-19T15:10:00,2024-05-19T15:27:00,2024-05-19T16:08:00,2024-05-19T16:08:00,2024-05-19T18:05:00,2024-05-19T16:08:00,2024-05-19T18:05:00,120,175,2-4 hours,No,Equipment not ready,17,41,0,117,0,0,0
BED-R1H-2024-00190,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,Medical Ward,R1H-06-0190,2024-09-20T21:00:00,2024-09-20T21:14:00,2024-09-20T21:47:00,2024-09-20T21:47:00,2024-09-20T23:04:00,2024-09-20T21:47:00,2024-09-20T23:04:00,120,124,2-4 hours,No,Equipment not ready,14,33,0,77,0,0,0
BED-R1H-2024-00191,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,General Ward,R1H-04-0191,2024-09-24T03:40:00,2024-09-24T03:51:00,2024-09-24T04:18:00,2024-09-24T04:18:00,2024-09-24T05:47:00,2024-09-24T04:18:00,2024-09-24T05:47:00,120,127,2-4 hours,No,Equipment not ready,11,27,0,89,0,0,0
BED-R1H-2024-00192,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,General Ward,R1H-04-0192,2024-05-07T02:40:00,2024-05-07T03:37:00,2024-05-07T04:04:00,2024-05-07T04:04:00,2024-05-07T04:04:00,2024-05-07T04:04:00,2024-05-07T04:04:00,120,84,1-2 hours,Yes,Cleaning queue,57,27,0,0,0,0,0
BED-R1H-2024-00193,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Surgical Ward,R1H-05-0193,2025-01-31T17:50:00,2025-01-31T19:44:00,2025-01-31T20:28:00,2025-01-31T20:28:00,2025-01-31T21:35:00,2025-01-31T20:28:00,2025-01-31T21:35:00,120,225,2-4 hours,No,Cleaning queue,27,44,0,67,0,0,87
BED-R1H-2024-00194,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,Medical Ward,R1H-09-0194,2024-06-06T08:20:00,2024-06-06T08:35:00,2024-06-06T09:24:00,2024-06-06T09:24:00,2024-06-06T10:26:00,2024-06-06T09:24:00,2024-06-06T10:26:00,120,126,2-4 hours,No,Equipment not ready,15,49,0,62,0,0,0
BED-R1H-2024-00195,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,Surgical Ward,R1H-02-0195,2025-02-16T09:20:00,2025-02-16T09:54:00,2025-02-16T10:47:00,2025-02-16T10:47:00,2025-02-16T10:47:00,2025-02-16T10:47:00,2025-02-16T10:47:00,120,87,1-2 hours,Yes,No major blocker,16,53,18,0,0,0,0
BED-R1H-2024-00196,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,Critical Care,R1H-03-0196,2024-05-18T17:20:00,2024-05-18T17:40:00,2024-05-18T18:21:00,2024-05-18T18:21:00,2024-05-18T18:21:00,2024-05-18T18:21:00,2024-05-18T18:21:00,120,61,1-2 hours,Yes,No major blocker,20,41,0,0,0,0,0
BED-R1H-2024-00197,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,General Ward,R1H-04-0197,2025-01-19T21:20:00,2025-01-19T21:27:00,2025-01-19T21:58:00,2025-01-19T21:58:00,2025-01-19T22:19:00,2025-01-19T21:58:00,2025-01-19T22:19:00,120,59,Under 1 hour,Yes,No major blocker,7,31,0,21,0,0,0
BED-R1H-2024-00198,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,General Ward,R1H-05-0198,2025-03-12T07:00:00,2025-03-12T07:13:00,2025-03-12T08:03:00,2025-03-12T08:03:00,2025-03-12T08:25:00,2025-03-12T08:03:00,2025-03-12T08:25:00,120,85,1-2 hours,Yes,No major blocker,13,50,0,22,0,0,0
BED-R1H-2024-00199,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,General Ward,R1H-06-0199,2024-08-29T06:20:00,2024-08-29T07:13:00,2024-08-29T07:51:00,2024-08-29T10:07:00,2024-08-29T07:51:00,2024-08-29T07:51:00,2024-08-29T10:07:00,120,227,2-4 hours,No,Cleaning queue,53,38,0,0,136,0,0
BED-R1H-2024-00200,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,Surgical Ward,R1H-04-0200,2024-08-03T02:00:00,2024-08-03T02:10:00,2024-08-03T02:40:00,2024-08-03T02:40:00,2024-08-03T02:40:00,2024-08-03T04:00:00,2024-08-03T04:00:00,120,120,1-2 hours,Yes,Deep clean / isolation reset,10,30,0,0,0,80,0
BED-R1H-2024-00201,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-08,Critical Care,R1H-08-0201,2024-11-07T06:00:00,2024-11-07T07:52:00,2024-11-07T08:37:00,2024-11-07T08:37:00,2024-11-07T08:37:00,2024-11-07T08:37:00,2024-11-07T08:37:00,120,157,2-4 hours,No,Clinical hold / late discharge,14,45,0,0,0,0,98
BED-R1H-2024-00202,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,General Ward,R1H-02-0202,2024-04-26T19:50:00,2024-04-26T20:51:00,2024-04-26T21:21:00,2024-04-26T21:21:00,2024-04-26T22:16:00,2024-04-26T21:21:00,2024-04-26T22:16:00,120,146,2-4 hours,No,Cleaning queue,45,30,16,55,0,0,0
BED-R1H-2024-00203,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Medical Ward,R1H-01-0203,2024-12-22T04:00:00,2024-12-22T04:09:00,2024-12-22T04:41:00,2024-12-22T04:41:00,2024-12-22T06:29:00,2024-12-22T04:41:00,2024-12-22T06:29:00,120,149,2-4 hours,No,Equipment not ready,9,32,0,108,0,0,0
BED-R1H-2024-00204,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Surgical Ward,R1H-01-0204,2024-09-05T11:00:00,2024-09-05T11:22:00,2024-09-05T11:42:00,2024-09-05T11:42:00,2024-09-05T11:42:00,2024-09-05T13:10:00,2024-09-05T13:10:00,120,130,2-4 hours,No,Deep clean / isolation reset,7,20,15,0,0,88,0
BED-R1H-2024-00205,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-05,Medical Ward,R1H-05-0205,2024-11-06T21:30:00,2024-11-06T22:02:00,2024-11-06T22:34:00,2024-11-06T22:34:00,2024-11-06T22:34:00,2024-11-06T22:34:00,2024-11-06T22:34:00,120,64,1-2 hours,Yes,No major blocker,9,32,23,0,0,0,0
BED-R1H-2024-00206,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-07,Surgical Ward,R1H-07-0206,2025-01-24T02:10:00,2025-01-24T02:34:00,2025-01-24T03:06:00,2025-01-24T03:06:00,2025-01-24T03:06:00,2025-01-24T03:06:00,2025-01-24T03:06:00,120,56,Under 1 hour,Yes,No major blocker,24,32,0,0,0,0,0
BED-R1H-2024-00207,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,Medical Ward,R1H-02-0207,2025-03-18T19:30:00,2025-03-18T19:48:00,2025-03-18T20:06:00,2025-03-18T20:06:00,2025-03-18T20:06:00,2025-03-18T20:06:00,2025-03-18T20:06:00,120,36,Under 1 hour,Yes,No major blocker,18,18,0,0,0,0,0
BED-R1H-2024-00208,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,General Ward,R1H-02-0208,2024-08-23T01:00:00,2024-08-23T01:10:00,2024-08-23T01:46:00,2024-08-23T01:46:00,2024-08-23T03:42:00,2024-08-23T01:46:00,2024-08-23T03:42:00,120,162,2-4 hours,No,Equipment not ready,10,36,0,116,0,0,0
BED-R1H-2024-00209,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,Medical Ward,R1H-02-0209,2024-04-09T03:50:00,2024-04-09T04:31:00,2024-04-09T04:59:00,2024-04-09T05:34:00,2024-04-09T04:59:00,2024-04-09T05:40:00,2024-04-09T05:40:00,120,110,1-2 hours,Yes,Awaiting porter / room release,17,28,24,0,35,41,0
BED-R1H-2024-00210,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Medical Ward,R1H-01-0210,2024-10-28T09:50:00,2024-10-28T10:22:00,2024-10-28T10:55:00,2024-10-28T10:55:00,2024-10-28T10:55:00,2024-10-28T10:55:00,2024-10-28T10:55:00,120,65,1-2 hours,Yes,Cleaning queue,32,33,0,0,0,0,0
BED-R1H-2024-00211,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,General Ward,R1H-09-0211,2025-03-14T12:20:00,2025-03-14T12:26:00,2025-03-14T13:10:00,2025-03-14T13:10:00,2025-03-14T13:10:00,2025-03-14T13:10:00,2025-03-14T13:10:00,120,50,Under 1 hour,Yes,No major blocker,6,44,0,0,0,0,0
BED-R1H-2024-00212,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,General Ward,R1H-03-0212,2024-04-17T02:30:00,2024-04-17T02:43:00,2024-04-17T03:13:00,2024-04-17T03:13:00,2024-04-17T03:13:00,2024-04-17T03:13:00,2024-04-17T03:13:00,120,43,Under 1 hour,Yes,No major blocker,13,30,0,0,0,0,0
BED-R1H-2024-00213,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-02,Emergency Observation,R1H-02-0213,2024-10-29T22:30:00,2024-10-29T23:18:00,2024-10-29T23:49:00,2024-10-29T23:49:00,2024-10-29T23:49:00,2024-10-29T23:49:00,2024-10-29T23:49:00,120,79,1-2 hours,Yes,Cleaning queue,48,31,0,0,0,0,0
BED-R1H-2024-00214,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,General Ward,R1H-09-0214,2024-04-20T19:00:00,2024-04-20T20:06:00,2024-04-20T20:54:00,2024-04-20T20:54:00,2024-04-20T21:30:00,2024-04-20T20:54:00,2024-04-20T21:30:00,120,150,2-4 hours,No,Cleaning queue,66,48,0,36,0,0,0
BED-R1H-2024-00215,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-09,General Ward,R1H-09-0215,2025-03-26T11:10:00,2025-03-26T12:06:00,2025-03-26T12:43:00,2025-03-26T12:43:00,2025-03-26T12:43:00,2025-03-26T12:43:00,2025-03-26T12:43:00,120,93,1-2 hours,Yes,Cleaning queue,56,37,0,0,0,0,0
BED-R1H-2024-00216,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-03,General Ward,R1H-03-0216,2024-06-12T23:30:00,2024-06-13T00:27:00,2024-06-13T00:58:00,2024-06-13T00:58:00,2024-06-13T00:58:00,2024-06-13T00:58:00,2024-06-13T00:58:00,120,88,1-2 hours,Yes,Awaiting porter / room release,22,31,35,0,0,0,0
BED-R1H-2024-00217,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,Surgical Ward,R1H-04-0217,2024-05-10T21:20:00,2024-05-10T21:42:00,2024-05-10T22:11:00,2024-05-10T22:11:00,2024-05-10T22:11:00,2024-05-10T22:11:00,2024-05-10T22:11:00,120,51,Under 1 hour,Yes,No major blocker,22,29,0,0,0,0,0
BED-R1H-2024-00218,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-01,Medical Ward,R1H-01-0218,2025-03-13T18:50:00,2025-03-13T19:27:00,2025-03-13T19:48:00,2025-03-13T19:48:00,2025-03-13T19:48:00,2025-03-13T22:12:00,2025-03-13T22:12:00,120,202,2-4 hours,No,No major blocker,22,21,15,0,0,144,0
BED-R1H-2024-00219,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-06,General Ward,R1H-06-0219,2025-01-04T18:40:00,2025-01-04T18:50:00,2025-01-04T19:16:00,2025-01-04T19:16:00,2025-01-04T20:01:00,2025-01-04T19:16:00,2025-01-04T20:01:00,120,81,1-2 hours,Yes,No major blocker,10,26,0,45,0,0,0
BED-R1H-2024-00220,2024/25,R1H,BARTS HEALTH NHS TRUST,LONDON COMMISSIONING REGION,R1H-SITE-04,Surgical Ward,R1H-04-0220,2024-05-06T11:30:00,2024-05-06T11:44:00,2024-05-06T12:31:00,2024-05-06T12:31:00,2024-05-06T12:31:00,2024-05-06T12:31:00,2024-05-06T12:31:00,120,61,1-2 hours,Yes,No major blocker,14,47,0,0,0,0,0
